sample_id,domain,document_status,faithfulness_score,faithfulness_method,constraint_score,constraint_violations
rag_mpc_0066_incomplete_stability,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0067_current_gap,materials,outdated_or_incorrect,0.0,provided_column,1.0,
rag_mpc_0067_incorrect_gap,materials,outdated_or_incorrect,0.0,provided_column,1.0,
rag_mpc_0067_incomplete_stability,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0068_current_gap,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0068_incorrect_gap,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0068_incomplete_stability,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0069_current_gap,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0069_incorrect_gap,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0069_incomplete_stability,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0070_current_gap,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0070_incorrect_gap,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0070_incomplete_stability,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0071_current_gap,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0071_incorrect_gap,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0071_incomplete_stability,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0072_current_gap,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0072_incorrect_gap,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0072_incomplete_stability,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0073_current_gap,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0073_incorrect_gap,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0073_incomplete_stability,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0074_current_gap,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0074_incorrect_gap,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0074_incomplete_stability,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0075_current_gap,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0075_incorrect_gap,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0075_incomplete_stability,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0076_current_gap,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0076_incorrect_gap,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0076_incomplete_stability,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0077_current_gap,materials,outdated_or_incorrect,0.0,provided_column,1.0,
rag_mpc_0077_incorrect_gap,materials,outdated_or_incorrect,0.0,provided_column,1.0,
rag_mpc_0077_incomplete_stability,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0078_current_gap,materials,outdated_or_incorrect,0.0,provided_column,1.0,
rag_mpc_0078_incorrect_gap,materials,outdated_or_incorrect,0.0,provided_column,1.0,
rag_mpc_0078_incomplete_stability,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0079_current_gap,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0079_incorrect_gap,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0079_incomplete_stability,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0080_current_gap,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0080_incorrect_gap,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0080_incomplete_stability,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0081_current_gap,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0081_incorrect_gap,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0081_incomplete_stability,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0082_current_gap,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0082_incorrect_gap,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0082_incomplete_stability,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0083_current_gap,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0083_incorrect_gap,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_mpc_0083_incomplete_stability,materials,outdated_or_incorrect,0.0,provided_column,1.0,
rag_mpc_0084_current_gap,materials,outdated_or_incorrect,0.5,provided_column,1.0,
rag_mpc_0084_incorrect_gap,materials,outdated_or_incorrect,0.5,provided_column,1.0,
rag_mpc_0084_incomplete_stability,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_01_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_01_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_02_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_02_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_03_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_03_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_04_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_04_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_05_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_05_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_06_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_06_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_07_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_07_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_08_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_08_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_09_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_09_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_10_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_10_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_11_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_11_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_12_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_12_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_13_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_13_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_14_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_14_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_15_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_01_15_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_01_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_01_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_02_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_02_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_03_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_03_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_04_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_04_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_05_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_05_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_06_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_06_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_07_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_07_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_08_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_08_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_09_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_09_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_10_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_10_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_11_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_11_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_12_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_12_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_13_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_13_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_14_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_14_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_15_current,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_02_15_incorrect,materials,outdated_or_incorrect,1.0,provided_column,1.0,
rag_cov_03_01_current,materials,current,1.0,provided_column,1.0,
rag_cov_03_01_incorrect,materials,current,1.0,provided_column,1.0,
