response_id,constraint_family,pi_sret_constraint_score,atomic_support,atomic_high_support,atomic_divergence,sentence_support,sentence_high_support,sentence_divergence,whole_answer_support,whole_answer_high_support,whole_answer_divergence
resp_06e10ba4752ea1d2,chemical_formula,1.0,0.46153846153846156,False,False,0.46153846153846156,False,False,0.46153846153846156,False,False
resp_07a7490644aa2648,temperature,1.0,0.65625,False,False,0.65625,False,False,0.64,False,False
resp_0855d31aa9a58495,pressure,1.0,0.7708333333333334,False,False,0.7125,False,False,0.6666666666666666,False,False
resp_0a615ba1de4a0db0,chemical_formula,1.0,0.46153846153846156,False,False,0.46153846153846156,False,False,0.46153846153846156,False,False
resp_0c7f595945ca99cf,temperature,1.0,0.65625,False,False,0.65625,False,False,0.64,False,False
resp_0e5a519c35fe3f46,temperature,1.0,0.65625,False,False,0.65625,False,False,0.64,False,False
resp_1003eba115db42f9,chemical_formula,1.0,0.46153846153846156,False,False,0.46153846153846156,False,False,0.46153846153846156,False,False
resp_174f71ce98fdeb63,temperature,1.0,0.65625,False,False,0.65625,False,False,0.64,False,False
resp_1c0d03d7d0058006,chemical_formula,1.0,0.46153846153846156,False,False,0.46153846153846156,False,False,0.46153846153846156,False,False
resp_1c3f88e418f4c2f0,pressure,1.0,0.7708333333333334,False,False,0.7125,False,False,0.6666666666666666,False,False
resp_1db9b3f1c16c8fd8,temperature,1.0,0.65625,False,False,0.65625,False,False,0.64,False,False
resp_1fd80c1122141379,pressure,1.0,0.7708333333333334,False,False,0.7125,False,False,0.6666666666666666,False,False
resp_20051a22e4ef87f7,chemical_formula,1.0,0.46153846153846156,False,False,0.46153846153846156,False,False,0.46153846153846156,False,False
resp_24dcaf62839ea894,pressure,1.0,0.7708333333333334,False,False,0.7125,False,False,0.6666666666666666,False,False
resp_280975d3d58e3fc4,temperature,1.0,0.6842105263157895,False,False,0.6842105263157895,False,False,0.6842105263157895,False,False
resp_2c3b55e396071a22,temperature,1.0,0.6842105263157895,False,False,0.6842105263157895,False,False,0.6842105263157895,False,False
resp_38ec79fa5e0a8ed3,temperature,1.0,0.6842105263157895,False,False,0.6842105263157895,False,False,0.6842105263157895,False,False
resp_04dca5bc52b8a2c4,chemical_formula,1.0,0.0,False,False,0.0,False,False,0.0,False,False
resp_050386ffc42b4c7f,chemical_formula,1.0,0.0,False,False,0.0,False,False,0.0,False,False
resp_053c5d4e75343737,temperature,1.0,1.0,True,False,1.0,True,False,1.0,True,False
resp_0afb459b5204de6d,temperature,1.0,1.0,True,False,1.0,True,False,1.0,True,False
resp_0c02e225b491d9fa,temperature,1.0,1.0,True,False,1.0,True,False,1.0,True,False
resp_14c264b68aa3bdea,chemical_formula,1.0,0.0,False,False,0.0,False,False,0.0,False,False
resp_16c668a11b75f677,chemical_formula,1.0,0.0,False,False,0.0,False,False,0.0,False,False
resp_196865a455e3c3e4,temperature,1.0,1.0,True,False,1.0,True,False,1.0,True,False
resp_1c0c287e8fcd7d38,temperature,1.0,1.0,True,False,1.0,True,False,1.0,True,False
resp_1c6959aa5a1e609a,chemical_formula,1.0,0.0,False,False,0.0,False,False,0.0,False,False
resp_24e4b834411c5b77,pressure,1.0,1.0,True,False,1.0,True,False,1.0,True,False
resp_2b8e662d851b1921,pressure,1.0,1.0,True,False,1.0,True,False,1.0,True,False
resp_2d6038d55fd54a6b,pressure,1.0,1.0,True,False,1.0,True,False,1.0,True,False
resp_2e1f4bb191b16531,pressure,1.0,1.0,True,False,1.0,True,False,1.0,True,False
resp_2e9ab6a6d442e9b4,temperature,1.0,1.0,True,False,1.0,True,False,1.0,True,False
resp_31c6bc06631b421b,temperature,1.0,1.0,True,False,1.0,True,False,1.0,True,False
resp_31cc3dd79f769de3,pressure,1.0,1.0,True,False,1.0,True,False,1.0,True,False
resp_37d5abe804310bc8,temperature,1.0,1.0,True,False,1.0,True,False,1.0,True,False
resp_3a404a2eecd341ee,temperature,1.0,1.0,True,False,1.0,True,False,1.0,True,False
resp_479b36e6baca544c,temperature,1.0,1.0,True,False,1.0,True,False,1.0,True,False
resp_00abb9c53745cb22,pressure,1.0,0.8333333333333334,True,False,0.8333333333333334,True,False,0.8333333333333334,True,False
resp_024a1fee854a603a,temperature,1.0,0.6842105263157895,False,False,0.6842105263157895,False,False,0.6842105263157895,False,False
resp_02a43694cc3d26ee,temperature,1.0,0.6842105263157895,False,False,0.6842105263157895,False,False,0.6842105263157895,False,False
resp_049e515c19216bbf,pressure,1.0,0.8333333333333334,True,False,0.8333333333333334,True,False,0.8333333333333334,True,False
resp_0828892302f68e78,pressure,1.0,0.8333333333333334,True,False,0.8333333333333334,True,False,0.8333333333333334,True,False
resp_08b051d857c114aa,temperature,1.0,0.75,False,False,0.75,False,False,0.7142857142857143,False,False
resp_0cb2223497a3b83d,temperature,1.0,0.75,False,False,0.75,False,False,0.7142857142857143,False,False
resp_0cf5a20236608e6a,chemical_formula,1.0,0.6,False,False,0.6,False,False,0.6,False,False
resp_1292802ea844c1da,temperature,1.0,0.75,False,False,0.75,False,False,0.7142857142857143,False,False
resp_13da068023690aa9,temperature,1.0,0.6842105263157895,False,False,0.6842105263157895,False,False,0.6842105263157895,False,False
resp_1f409743e1de8a0e,chemical_formula,1.0,0.6,False,False,0.6,False,False,0.6,False,False
resp_2081f35f1fde2db6,pressure,1.0,0.8333333333333334,True,False,0.8333333333333334,True,False,0.8333333333333334,True,False
resp_21cf4767a09fdcd9,temperature,1.0,0.75,False,False,0.75,False,False,0.7142857142857143,False,False
resp_247f82ff4af4fdaa,temperature,1.0,0.6842105263157895,False,False,0.6842105263157895,False,False,0.6842105263157895,False,False
resp_2a139fbb29f894e6,temperature,1.0,0.75,False,False,0.75,False,False,0.7142857142857143,False,False
resp_2a984ee54462100c,chemical_formula,1.0,0.6,False,False,0.6,False,False,0.6,False,False
resp_2bf99277200c8156,chemical_formula,1.0,0.6,False,False,0.6,False,False,0.6,False,False
resp_2e901a79827e39fb,pressure,1.0,0.8333333333333334,True,False,0.8333333333333334,True,False,0.8333333333333334,True,False
resp_386c44b1421be3e6,chemical_formula,1.0,0.6,False,False,0.6,False,False,0.6,False,False
resp_0001858ac01dbee3,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_000e7d4b6718e189,formation_energy,0.0,0.5555555555555556,False,False,0.5555555555555556,False,False,0.5555555555555556,False,False
resp_00207198d958bc6f,band_gap,0.0,0.625,False,False,0.625,False,False,0.625,False,False
resp_003dd29c2ac412a3,band_gap,0.0,0.625,False,False,0.625,False,False,0.625,False,False
resp_00495b48dffd8812,band_gap,0.0,0.75,False,False,0.75,False,False,0.75,False,False
resp_005f1bf3fc545be3,formation_energy,1.0,0.8916666666666666,True,False,0.8,True,False,0.8,True,False
resp_006bda7d1afdcab0,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_006ca06845faf507,band_gap,0.0,0.75,False,False,0.75,False,False,0.75,False,False
resp_00723b36839c8d4f,band_gap,0.0,0.45454545454545453,False,False,0.45454545454545453,False,False,0.45454545454545453,False,False
resp_00739387ab4e8af6,formation_energy,0.0,0.5555555555555556,False,False,0.5555555555555556,False,False,0.5555555555555556,False,False
resp_00789662734d3b93,formation_energy,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_007f29ab4a684a79,band_gap,0.0,0.5,False,False,0.5,False,False,0.5,False,False
resp_0096483b34b2479b,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_009ed527f0d3d450,band_gap,0.0,0.45454545454545453,False,False,0.45454545454545453,False,False,0.45454545454545453,False,False
resp_00aa50db342b8a97,band_gap,0.0,0.625,False,False,0.625,False,False,0.625,False,False
resp_00ac7c4ca758b0f2,band_gap,0.0,0.625,False,False,0.625,False,False,0.625,False,False
resp_00b139122dff317b,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_00c08ef51ae3ef0f,formation_energy,1.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_00c64e8e4da40e43,formation_energy,1.0,0.8916666666666666,True,False,0.8,True,False,0.8,True,False
resp_00d2d244b46f9bb0,band_gap,0.0,0.75,False,False,0.75,False,False,0.75,False,False
resp_00d381733ff87166,band_gap,1.0,0.5,False,False,0.5,False,False,0.5,False,False
resp_00d7671d5f54bb58,band_gap,1.0,0.5,False,False,0.5,False,False,0.5,False,False
resp_00deb8360b74eb32,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_00ebdffb0d23b4ac,formation_energy,0.0,0.5555555555555556,False,False,0.5555555555555556,False,False,0.5555555555555556,False,False
resp_00f0b01282ffe13a,formation_energy,0.0,0.5555555555555556,False,False,0.5555555555555556,False,False,0.5555555555555556,False,False
resp_00f32a6805aad786,formation_energy,1.0,0.8916666666666666,True,False,0.8,True,False,0.8,True,False
resp_00f53df70a99a5f3,band_gap,0.0,0.75,False,False,0.75,False,False,0.75,False,False
resp_00f6303a95a21cc7,formation_energy,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_00fcbc9929e747e6,formation_energy,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_010495863986ae65,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_010e16a94a8d3858,formation_energy,1.0,0.8916666666666666,True,False,0.8,True,False,0.8,True,False
resp_0122484a0977a12a,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_012d9505a910a81a,band_gap,1.0,0.5,False,False,0.5,False,False,0.5,False,False
resp_0132e6f9514ee0d6,formation_energy,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_013360c15aa9fb4b,formation_energy,0.0,0.5555555555555556,False,False,0.5555555555555556,False,False,0.5555555555555556,False,False
resp_0135c76207452f1f,formation_energy,1.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_013a5b6f64fffd39,formation_energy,0.0,0.5555555555555556,False,False,0.5555555555555556,False,False,0.5555555555555556,False,False
resp_013f64b255e20724,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_014334995e5b562d,formation_energy,1.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_014526fa7d170ed6,formation_energy,0.0,0.5555555555555556,False,False,0.5555555555555556,False,False,0.5555555555555556,False,False
resp_0146648feefb0191,band_gap,0.0,0.5,False,False,0.5,False,False,0.5,False,False
resp_014e312a78c8864f,band_gap,1.0,0.5,False,False,0.5,False,False,0.5,False,False
resp_0161e2004a140640,formation_energy,0.0,0.5555555555555556,False,False,0.5555555555555556,False,False,0.5555555555555556,False,False
resp_016bc17d5d71df3e,band_gap,1.0,0.5,False,False,0.5,False,False,0.5,False,False
resp_0194fbf3e6ca771e,band_gap,0.0,0.45454545454545453,False,False,0.45454545454545453,False,False,0.45454545454545453,False,False
resp_019b7f2ab7296fe4,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_01a14d5935fc26bc,formation_energy,1.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_01a879b255089ddf,band_gap,0.0,0.625,False,False,0.625,False,False,0.625,False,False
resp_01af79feb3c5f331,formation_energy,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_01d76012e5c3bf9a,band_gap,0.0,0.4,False,False,0.4,False,False,0.4,False,False
resp_01d9cbfe8f555361,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_0203e28e19d28427,formation_energy,1.0,0.8916666666666666,True,False,0.8,True,False,0.8,True,False
resp_0207216ae9d47812,formation_energy,0.0,0.5555555555555556,False,False,0.5555555555555556,False,False,0.5555555555555556,False,False
resp_020c0dfad1b24c3b,band_gap,0.0,0.75,False,False,0.75,False,False,0.75,False,False
resp_02112d0db3a48856,formation_energy,0.0,0.5555555555555556,False,False,0.5555555555555556,False,False,0.5555555555555556,False,False
resp_02194fbd6d279a49,formation_energy,1.0,0.8916666666666666,True,False,0.8,True,False,0.8,True,False
resp_02196dd03a5c4469,band_gap,0.0,0.45454545454545453,False,False,0.45454545454545453,False,False,0.45454545454545453,False,False
resp_0226ddf1557b1aba,band_gap,1.0,0.5,False,False,0.5,False,False,0.5,False,False
resp_0234289563a7991e,formation_energy,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_023d7426b05c1378,formation_energy,1.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_0240428b3221a165,formation_energy,1.0,0.8916666666666666,True,False,0.8,True,False,0.8,True,False
resp_024333022c07fd30,band_gap,1.0,0.5,False,False,0.5,False,False,0.5,False,False
resp_024ab07be8a53791,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_02502b7bbc7b4b9f,formation_energy,1.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_0254bdaf16ec150e,formation_energy,1.0,0.8916666666666666,True,False,0.8,True,False,0.8,True,False
resp_025a262155faaf8a,band_gap,1.0,0.5,False,False,0.5,False,False,0.5,False,False
resp_0263d8867645eb6a,band_gap,1.0,0.5,False,False,0.5,False,False,0.5,False,False
resp_0267c851ee2e91f2,formation_energy,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_026de1a102e933be,formation_energy,0.0,0.5555555555555556,False,False,0.5555555555555556,False,False,0.5555555555555556,False,False
resp_0270f5ac75d48363,formation_energy,1.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_02749c33051e6d52,band_gap,0.0,0.75,False,False,0.75,False,False,0.75,False,False
resp_029f3d956175e378,band_gap,0.0,0.45454545454545453,False,False,0.45454545454545453,False,False,0.45454545454545453,False,False
resp_02a36f9b7bfde6fc,band_gap,0.0,0.625,False,False,0.625,False,False,0.625,False,False
resp_02b6bdf8ef6646fc,band_gap,0.0,0.75,False,False,0.75,False,False,0.75,False,False
resp_02be16c42f4f35b3,band_gap,0.0,0.75,False,False,0.75,False,False,0.75,False,False
resp_02c39eee6f2fca99,band_gap,0.0,0.625,False,False,0.625,False,False,0.625,False,False
resp_02caf082ee15004a,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_02cc2dcf0fb15c9d,band_gap,0.0,0.45454545454545453,False,False,0.45454545454545453,False,False,0.45454545454545453,False,False
resp_02cdd1c21c3f9e36,formation_energy,1.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_02d34b03d3bea176,band_gap,1.0,0.5,False,False,0.5,False,False,0.5,False,False
resp_02d9f4f2957499fa,formation_energy,0.0,0.5555555555555556,False,False,0.5555555555555556,False,False,0.5555555555555556,False,False
resp_02e2584a2078bf05,band_gap,0.0,0.45454545454545453,False,False,0.45454545454545453,False,False,0.45454545454545453,False,False
resp_0316a2a5b5dfc4ce,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_03172b8f871f6a6e,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_0317c744207af544,band_gap,1.0,0.5,False,False,0.5,False,False,0.5,False,False
resp_032020e31d13baa8,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_03259d64822a48e7,formation_energy,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_0334f8fe3da21bf0,formation_energy,1.0,0.8916666666666666,True,False,0.8,True,False,0.8,True,False
resp_0335d2836b734b14,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_03421b4cb2e7d2ef,band_gap,1.0,0.5,False,False,0.5,False,False,0.5,False,False
resp_034f45ae91e9af35,formation_energy,1.0,0.8916666666666666,True,False,0.8,True,False,0.8,True,False
resp_0359ab9dc565b528,band_gap,1.0,0.5,False,False,0.5,False,False,0.5,False,False
resp_0386b3175359970b,formation_energy,0.0,0.5555555555555556,False,False,0.5555555555555556,False,False,0.5555555555555556,False,False
resp_039199d39b811eaa,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_0396f7c5df16fe64,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_0399d5c1d3202047,band_gap,0.0,0.75,False,False,0.75,False,False,0.75,False,False
resp_039a67b78b3e4f80,formation_energy,1.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_03a74e4dfc2e6f4e,band_gap,0.0,0.45454545454545453,False,False,0.45454545454545453,False,False,0.45454545454545453,False,False
resp_03b9a672d43ca9b1,band_gap,0.0,0.625,False,False,0.625,False,False,0.625,False,False
resp_03c41bfa58459469,band_gap,0.0,0.45454545454545453,False,False,0.45454545454545453,False,False,0.45454545454545453,False,False
resp_03d7886da44f8c6e,formation_energy,1.0,0.8916666666666666,True,False,0.8,True,False,0.8,True,False
resp_03dcb1c03c786674,formation_energy,0.0,0.5555555555555556,False,False,0.5555555555555556,False,False,0.5555555555555556,False,False
resp_03e05b3041ee788d,band_gap,1.0,0.5,False,False,0.5,False,False,0.5,False,False
resp_03e55e96e6c508a1,band_gap,0.0,0.625,False,False,0.625,False,False,0.625,False,False
resp_03f0215cb8956e5b,band_gap,0.0,0.45454545454545453,False,False,0.45454545454545453,False,False,0.45454545454545453,False,False
resp_03f7e1bd259c2a58,band_gap,0.0,0.45454545454545453,False,False,0.45454545454545453,False,False,0.45454545454545453,False,False
resp_03f9d87a97130461,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_03faa1a7669f82ab,formation_energy,0.0,0.5555555555555556,False,False,0.5555555555555556,False,False,0.5555555555555556,False,False
resp_0405d362a6d78098,band_gap,0.0,0.75,False,False,0.75,False,False,0.75,False,False
resp_040de77f17d58002,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_040e07490b6f94af,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_040f045899977d76,formation_energy,0.0,0.5555555555555556,False,False,0.5555555555555556,False,False,0.5555555555555556,False,False
resp_04137a8aa7519766,band_gap,0.0,0.625,False,False,0.625,False,False,0.625,False,False
resp_04217515ca9a59ee,band_gap,1.0,0.5,False,False,0.5,False,False,0.5,False,False
resp_042c8299d5161ab3,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_0437d9b96872ae68,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_04495b0976c0c638,formation_energy,1.0,0.8916666666666666,True,False,0.8,True,False,0.8,True,False
resp_044b10df8863da94,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_044c82e6276ed773,band_gap,0.0,0.625,False,False,0.625,False,False,0.625,False,False
resp_0450f7fd2746ffd5,formation_energy,0.0,0.5555555555555556,False,False,0.5555555555555556,False,False,0.5555555555555556,False,False
resp_04556d4e3792f5f3,band_gap,0.0,0.45454545454545453,False,False,0.45454545454545453,False,False,0.45454545454545453,False,False
resp_046d94690a4eb4bb,formation_energy,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_04738b10695dd165,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_0474bc04baff4733,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_04783b1a132ab2cb,formation_energy,1.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_048d6c7f335528f8,band_gap,0.0,0.625,False,False,0.625,False,False,0.625,False,False
resp_049a10512c40b6e5,formation_energy,1.0,0.8916666666666666,True,False,0.8,True,False,0.8,True,False
resp_04a281cfda243578,band_gap,1.0,0.5,False,False,0.5,False,False,0.5,False,False
resp_04aed07d9752de7b,band_gap,0.0,0.75,False,False,0.75,False,False,0.75,False,False
resp_04b1f615e1f8dd27,formation_energy,1.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_04ba7dd8e2e486c2,band_gap,0.0,0.625,False,False,0.625,False,False,0.625,False,False
resp_04be25b332a2c31e,formation_energy,0.0,0.5555555555555556,False,False,0.5555555555555556,False,False,0.5555555555555556,False,False
resp_04c0a8a82f9e61a0,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_04c11de37eae0042,formation_energy,0.0,0.5555555555555556,False,False,0.5555555555555556,False,False,0.5555555555555556,False,False
resp_04c791a09f8c9368,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_04cd8327aaa4c20d,band_gap,0.0,0.625,False,False,0.625,False,False,0.625,False,False
resp_04d10970b9af19bd,formation_energy,0.0,0.5555555555555556,False,False,0.5555555555555556,False,False,0.5555555555555556,False,False
resp_04d5f1aa45e3813d,band_gap,0.0,0.45454545454545453,False,False,0.45454545454545453,False,False,0.45454545454545453,False,False
resp_04d650fd6a1d9c83,band_gap,0.0,0.75,False,False,0.75,False,False,0.75,False,False
resp_04ea2dccffb22f61,formation_energy,1.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_04ece63ef81d7255,formation_energy,1.0,0.8916666666666666,True,False,0.8,True,False,0.8,True,False
resp_04ff0b962ef8512b,band_gap,0.0,0.625,False,False,0.625,False,False,0.625,False,False
resp_04ff123955dc8e85,band_gap,0.0,0.5,False,False,0.5,False,False,0.5,False,False
resp_05089aaee0499105,formation_energy,1.0,0.8916666666666666,True,False,0.8,True,False,0.8,True,False
resp_050aee5c3dd9db81,band_gap,0.0,0.75,False,False,0.75,False,False,0.75,False,False
resp_05173167bd18036a,band_gap,0.0,0.5,False,False,0.5,False,False,0.5,False,False
resp_051946fb123c58a0,formation_energy,1.0,0.8916666666666666,True,False,0.8,True,False,0.8,True,False
resp_05195dd73d14201c,formation_energy,1.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_05295965e793c4ba,band_gap,0.0,0.5,False,False,0.5,False,False,0.5,False,False
resp_0535f4630067ac5c,band_gap,0.0,0.75,False,False,0.75,False,False,0.75,False,False
resp_053786e1e36c90a5,formation_energy,1.0,0.8916666666666666,True,False,0.8,True,False,0.8,True,False
resp_053b3087c4dcc591,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_0545cdec1967bb77,formation_energy,0.0,0.5555555555555556,False,False,0.5555555555555556,False,False,0.5555555555555556,False,False
resp_054891727c137f94,band_gap,0.0,0.75,False,False,0.75,False,False,0.75,False,False
resp_0555ad6c14596df2,band_gap,0.0,0.625,False,False,0.625,False,False,0.625,False,False
resp_0556b0121b156115,formation_energy,1.0,0.8916666666666666,True,False,0.8125,True,False,0.8125,True,False
resp_056cdc365b924647,formation_energy,1.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_056e8b9d266837a7,band_gap,0.0,0.625,False,False,0.625,False,False,0.625,False,False
resp_0573c9a37bd80521,formation_energy,1.0,0.8916666666666666,True,False,0.8,True,False,0.8,True,False
resp_0574c53adb5d30cf,band_gap,0.0,0.4,False,False,0.4,False,False,0.4,False,False
resp_058ae7b6215bc44a,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_05992928f2c8fa79,band_gap,0.0,0.75,False,False,0.75,False,False,0.75,False,False
resp_059f52f61aa3ac38,formation_energy,1.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_05a8385d9ae2feda,formation_energy,1.0,0.8916666666666666,True,False,0.8125,True,False,0.8125,True,False
resp_05c58db5ac8f39ef,formation_energy,1.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_05cc972d2edf35bc,formation_energy,0.0,0.5555555555555556,False,False,0.5555555555555556,False,False,0.5555555555555556,False,False
resp_05d16a0dbb54d998,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_05e41e7a3f1ecf02,formation_energy,0.0,0.5555555555555556,False,False,0.5555555555555556,False,False,0.5555555555555556,False,False
resp_05ed15347bc2662b,stability,0.0,0.6666666666666666,False,False,0.6666666666666666,False,False,0.6666666666666666,False,False
resp_05f26ce77c34d603,band_gap,1.0,0.5,False,False,0.5,False,False,0.5,False,False
resp_0607765c4c55cb31,band_gap,1.0,0.5,False,False,0.5,False,False,0.5,False,False
