source_id,source_type,title,summary,published,updated,authors,url,query,collector_file
2606.03060v1,arxiv,High-Throughput Discovery of Semimetallic Borophenes with Diverse Dirac States Via Transferable Tight-Binding Approach,"Borophene has attracted extensive interest due to its structural flexibility and emergent topological electronic states. However, semimetallic borophenes hosting robust Dirac states remain rare among the large number of predicted allotropes. Here, we develop a transferable tight-binding framework for planar borophenes and combine it with a graph- and group-theory-based random generation strategy to perform high-throughput screening of 522 borophene candidates. Eight previously unreported semimetallic borophenes are identified, hosting diverse topological band crossings, including type-I and type-III Dirac cones, Dirac nodal lines, and quadratic nodal points. Notably, quadratic nodal-point semimetals are predicted in borophene for the first time. Symmetry analysis reveals crystalline-symmetry-protected Dirac states, while first-principles calculations confirm their dynamical and thermal stability. These findings establish borophene as a versatile platform for engineering emergent Dirac physics in two dimensions.",2026-06-02T02:50:35Z,2026-06-02T02:50:35Z,Yuke Song; Shifang Li; Tao Ouyang; Chao Tang; Jin Li; Chaoyu He,http://arxiv.org/abs/2606.03060v1,cat:cond-mat.mtrl-sci AND (band gap OR semiconductor OR insulator),arxiv_materials_bandgap_v2.csv
2606.02760v1,arxiv,"Optoelectronics and Magnetic properties calculation of RE$_2$MnNiO$_6$ (RE=La-Lu,Y) using Density Functional Theory","RE$_2$MnNiO$_6$ (RE = La-Lu) family of ordered double-perovskite oxides hosts a corner-sharing network of alternating NiO$_6$ and MnO$_6$ octahedra whose electronic and magnetic ground states are systematically governed by the A-site ionic radius through the lanthanide contraction. The strong localisation of RE 4f electrons poses a fundamental challenge to density-functional treatments, yet the hybridisation between 4f and neighbouring 5d (RE) or 3d (Ni, Mn) states is central to the origin of exchange interactions and optoelectronic response across the series. We present a comprehensive first-principles study of the electronic structure, lattice dynamics, and optical properties of representative RE2NiMnO6 compounds within the DFT+U framework. To disentangle the role of Kondo-type 4f-d hybridisation, calculations are performed with the RE 4f electrons treated both as frozen core states and explicitly in the valence manifold, enabling a direct assessment of their contribution to the band structure, dielectric function, and phonon dispersion. Spin-polarised calculations reveal significant spin-channel asymmetry, with magnetic moments reaching up to 30 $μ$B per formula unit for select members of the series. The results establish a unified picture of how 4f occupancy and octahedral distortion collectively determine the magnetic and optoelectronic potential of this double-perovskite family.",2026-06-01T18:23:43Z,2026-06-01T18:23:43Z,Debidutta Pradhan,http://arxiv.org/abs/2606.02760v1,cat:cond-mat.mtrl-sci AND (band gap OR semiconductor OR insulator),arxiv_materials_bandgap_v2.csv
2606.02507v1,arxiv,"Towards Automated Discovery: A Review of Generative Models, Multimodal Learning and Closed-Loop Workflows in Inverse Materials Design","Inverse materials design is shifting materials discovery from forward prediction to targeted proposal of candidates that satisfy objectives under physical constraints. Here, we review recent advances in generative crystal structure modeling, multimodal learning, and closed-loop design pipelines for crystalline solids. We survey how modern generators learn chemical-structural priors from large databases to enable controllable sampling of periodic structures, and compare leading model classes including variational autoencoders, normalizing flows, autoregressive formulations, and diffusion models. Particular attention is given to how feasibility constraints and physical priors are enforced across the workflow, through representation choices, training objectives, sampling-time guidance, and post-generation screening and relaxation. We also discuss how multimodal learning fuses diverse materials modalities, including crystal structures, thermodynamic, electronic information, microscopy, spectroscopy, processing context, and scientific text, to construct a more universal, transferable representation of chemical space. In addition, diverse inverse-design strategies are examined, particularly those that integrate conditional generation with latent optimization, Bayesian optimization, reinforcement learning, and active learning. Finally, we highlight recurring failure modes, such as surrogate exploitation, diversity collapse, distribution shift, and the stability-synthesizability gap, and outline discovery-grade evaluation practices based on staged reporting of validity, novelty, uniqueness, stability, and cost.",2026-06-01T17:20:55Z,2026-06-01T17:20:55Z,Anand Babu; Rogério Almeida Gouvêa; Gian-Marco Rignanese,http://arxiv.org/abs/2606.02507v1,cat:cond-mat.mtrl-sci AND (band gap OR semiconductor OR insulator),arxiv_materials_bandgap_v2.csv
2606.02422v1,arxiv,Suppression of p-Wave Altermagnetism by Localized 4f Electrons in CeNiAsO,"Altermagnetism, characterized by momentum-dependent spin splitting and zero net magnetization, has so far been explored mainly in weakly or moderately correlated d-electron systems. How such symmetry-allowed band splitting manifests in heavy-fermion materials, where magnetic exchange competes with Kondo correlations, remains unclear. Here we use high-resolution angle-resolved photoemission spectroscopy to investigate CeNiAsO, a heavy-fermion candidate for p-wave altermagnetism. Despite macroscopic signatures consistent with the proposed p-wave magnetic order, we find no resolvable near-Fermi-level p-wave exchange splitting on the Ni 3d-derived conduction bands across the Neel transitions. Fermi-surface mapping, orbital-resolved ARPES identify that the low-energy electronic structure is dominated by Ni 3d bands, while resonant photoemission reveals that the Ce 4f states remain predominantly localized with residual c-f hybridization. First-principles calculations further show that an uncorrected itinerant-4f description produces dispersive Ce 4f bands and additional Fermi-surface pockets that are absent in experiment, thereby overestimating both the low-energy c-f hybridization and the exchange splitting transferred to the Ni 3d bands. When the localized Ce 4f character is incorporated through DFT+U , the experimental Fermi-surface topology is recovered and the residual p-wave splitting on the Ni 3d-derived bands is reduced to only a few meV, below the effective experimental resolution. These results identify CeNiAsO as a strongly correlated f-electron limit of p-wave magnetism, in which localized 4f electrons suppress the observable single-particle band-splitting signature expected from a weak-correlation picture.",2026-06-01T16:00:45Z,2026-06-01T16:00:45Z,Jiuxiang Zhang; Yueyang Sun; Honglin Zhou; Jumin Shi; Di Wu; Hongze Gu; Wenjin Mao; Hengrui Dong; Yu Xu; Yinghao Li; Ziling Cao; Taimin Miao; Bo Liang; Neng Cai; Wenpei Zhu; Mingkai Xu; Jiaqi Chen; Chunhong Deng; Bo Liu; Xun Ma; Zhengtai Liu; Mao Ye; Shenjin Zhang; Zhimin Wang; Fengfeng Zhang; Feng Yang; Qinjun Peng; Zuyan Xu; Guodong Liu; Xintong Li; Hanqing Mao; Shiliang Li; Hongming Weng; Lin Zhao; X. J. Zhou,http://arxiv.org/abs/2606.02422v1,cat:cond-mat.mtrl-sci AND (band gap OR semiconductor OR insulator),arxiv_materials_bandgap_v2.csv
2606.02420v1,arxiv,Quenching of Nonrelativistic p-Wave Spin Splitting by c-f Decoupling in CeNiAsO,"The extending of spin-space group symmetries to coplanar antiferromagnets has predicted the emergence of odd-parity nonrelativistic spin splittings, making the identification of a practical $p$-wave magnet a central pursuit in spintronics. The layered heavy-fermion oxypnictide CeNiAsO has been widely regarded as the prototypical platform to verify this paradigm, as its commensurate coplanar magnetic configuration is theoretically expected to induce a robust $p$-wave band splitting. Here, we investigate the electronic structure of single-crystal CeNiAsO using ultra-low-temperature, high-resolution, and resonant angle-resolved photoemission spectroscopy (ARPES). Across the consecutive magnetic transitions into the ordered phases, our spectroscopic data reveal neither the expected band folding associated with a spin density wave nor any observable $p$-wave band splitting, demonstrating that the conduction bands retain full Kramers degeneracy. By tracking the temperature dependence of the Ce 4$f$ spectral weight via resonant ARPES, we find no evidence of coherent $c-f$ hybridization near the Fermi level within the magnetically ordered states, confirming that the Ce 4$f$ electrons operate in the localized limit. Our findings establish a clear many-body constraint on projecting real-space magnetic symmetries onto momentum-space electronic bands, demonstrating that geometric symmetry classifications constitute a necessary framework but are not a sufficient condition for nonrelativistic spin splittings in the presence of strong electronic correlations.",2026-06-01T16:00:18Z,2026-06-01T16:00:18Z,Xinnuo Zhang; Zhicheng Jiang; Shibo Shen; Jian Yuan; Junseo Yoo; Changyoung Kim; Mao Ye; Jishan Liu; Zhengtai Liu; Yanfeng Guo; Yilin Wang; Dawei Shen,http://arxiv.org/abs/2606.02420v1,cat:cond-mat.mtrl-sci AND (band gap OR semiconductor OR insulator),arxiv_materials_bandgap_v2.csv
2606.02338v1,arxiv,Ferroelectric hysteresis in singly aligned graphene-hBN moiré superlattices,"Ferroelectric materials have the unique ability to maintain an electric polarization which can be reversed under an external applied electric field. This property makes them valuable for applications such as non-volatile random-access memories, transducers, actuators and electro optic modulators. Recently, emergent unconventional ferroelectricity has been demonstrated in moiré superlattices of bilayer graphene and hexagonal boron nitride (hBN) hosting non centrosymmetric stacking order. Whether this phenomenon is also present in noncentrosymmetric single layer graphene (SLG)-hBN moiré superlattices is still under debate. Here we demonstrate a ferroelectric response in an SLG-hBN moiré superlattice. Through Hall measurements, we pinpoint the origin of the hysteretic behavior to abnormal charge screening due to the moiré superlattice band and estimate the spontaneous polarization magnitude in the moiré superlattice structure. Temperature dependent measurements confirm that the hysteretic behavior persists from 2K up to room temperature, opening opportunities for high-mobility, ultrathin non-volatile devices",2026-06-01T14:47:04Z,2026-06-01T14:47:04Z,Bao Q. Tu; Tanweer Ahmed; Garen Avedissian; Suzanne Lancaster; Mayank Sharma; Kenji Watanabe; Takashi Taniguchi; Fèlix Casanova; Marco Gobbi; Luis E. Hueso,http://arxiv.org/abs/2606.02338v1,cat:cond-mat.mtrl-sci AND (band gap OR semiconductor OR insulator),arxiv_materials_bandgap_v2.csv
2606.02317v1,arxiv,Surface Modification for III-V Selective Area Molecular Beam Epitaxy of Non-Selective Mask Materials,"Selective-area embedded regrowth of III-V semiconductors by molecular beam epitaxy enables the seamless integration of metals and dielectrics into crystalline material for novel design of optoelectronic devices. However, traditional masks like $SiO_2$ and $Si_{3}N_{4}$ limit the design of high-contrast photonics in the infrared due to their high extinction coefficients at technologically relevant wavelengths. Consequently, there is a need to explore alternative mask materials to expand the selective area molecular beam epitaxy capabilities beyond those traditionally used. This study evaluates the deposition selectivity of the alternative materials $Al_{2}O_{3}$, $TiO_2$, and $HfO_2$, films with preferable spectral responses but higher surface reactivity. It was found that $Al_{2}O_{3}$ exhibits promising selective growth characteristics within typical GaAs growth temperatures, $HfO_2$ demonstrated a high non-selectivity dominated by Ga adsorption on the mask at temperatures up to 650 $^\circ$C, and $TiO_2$ proved reactive during deposition. To achieve selective growth of highly non-selective and even reactive mask materials, a surface modification technique was employed to improve the selective growth characteristics of any given film. Selective growth of $Si_{3}N_{4}$ and $TiO_2$ films was achieved with the application of a thin $SiO_2$ capping layer utilizing growth conditions typical of the GaAs/$SiO_2$ system. The relationship between the thickness of $SiO_2$ caps and growth selectivity was examined, revealing that sub-1 nm capping layers can significantly influence the mask surface chemistry, indicating that by depositing a thin layer of $SiO_2$, $SiO_2$-like selectivity for any mask material can be realized without degrading its optical response.",2026-06-01T14:33:40Z,2026-06-01T14:33:40Z,Ashlee M. García; Byron D. Aguilar; William J. Doyle; Pernille Undrum Fathi; Federico Capasso; Daniel Wasserman; Seth R. Bank,http://arxiv.org/abs/2606.02317v1,cat:cond-mat.mtrl-sci AND (band gap OR semiconductor OR insulator),arxiv_materials_bandgap_v2.csv
2606.02152v1,arxiv,Stacking-Engineered Switchable Altermagnetism in Topological FeSe bilayer systems,"Altermagnetism and topological insulators represent two of the most transformative frontiers in modern condensed matter physics, spintronics, and quantum information science. Bringing these two paradigms together opens a largely unexplored route toward fundamentally new quantum phenomena. Here, we predict a topological altermagnetic phase in bilayer tetragonal Fe-based superconductors and reveal it as a highly tunable platform for valley-polarized anomalous Hall physics. Based on first-principles calculations, we show that the characteristic spin-splitting and valley polarization can be effectively tuned via applied strain. Moreover, the resulting valley-polarized anomalous Hall conductivity can be manipulated by shifting the Fermi level. These findings reveal a powerful route for controlling altermagnetism in topological materials and identify a realistic material platform for its experimental realization and technological exploitation.",2026-06-01T12:19:09Z,2026-06-01T12:19:09Z,Jie Li; Shifang Li; Mengyang Zhang; Pan Zhou; Jianxin Zhong; Ruqian Wu,http://arxiv.org/abs/2606.02152v1,cat:cond-mat.mtrl-sci AND (band gap OR semiconductor OR insulator),arxiv_materials_bandgap_v2.csv
2606.02131v1,arxiv,Moire-Engineered Excitonic Landscape and Phonon-Mediated Recombination in Twisted WSe2 Bilayers,"We report light emission from the moire superlattice of a twisted bilayer of tungsten diselenide (WSe2/WSe2) encapsulated in insulating hexagonal boron nitride (hBN). The low-temperature photoluminescence (PL) spectroscopy reveals signatures of moire-potential induced strong interlayer excitonic emission and phonon-assisted recombination, while the twisting significantly suppresses the emission from localized defect-bound excitons. The moire potential redistributes carriers into indirect valleys, thereby enhancing recombination efficiency and stabilizing the interlayer excitons. Our findings establish that precise control of twist angle and dielectric environment provides a new route for engineering excitonic systems for exploring exciton-phonon interactions and associated quantum phenomena in transition metal dichalcogenides.",2026-06-01T11:57:55Z,2026-06-01T11:57:55Z,Memansa Thapa; Aksa Thomas; Jayalekshmi U. J.; Krishna Prasad Bera; Darshit Solanki; Kenji Watanabe; Takashi Taniguchi; Ajay Kumar Shukla; Anindya Das; Ajay Soni,http://arxiv.org/abs/2606.02131v1,cat:cond-mat.mtrl-sci AND (band gap OR semiconductor OR insulator),arxiv_materials_bandgap_v2.csv
2606.02085v1,arxiv,Charge dynamics in the Weyl semimetals NbIrTe$_4$ and TaIrTe$_4$ under pressure: Signatures of an electronic phase transition,"A high-pressure investigation of the Weyl semimetals NbIrTe$_4$ and TaIrTe$_4$ is presented, using infrared spectroscopy supplemented by density functional theory calculations. The experimental optical conductivity spectra as a function of pressure suggest the occurrence of a pressure-induced phase transition at a critical pressure $P_\text{c}=7\text{--}8$ GPa. This transition is most likely electronic in nature, as Raman scattering measurements provide no evidence of a significant structural phase transition. Above $P_\text{c}$ a significant redistribution of spectral weight occurs in the optical conductivity spectrum for both materials. A Drude-Lorentz analysis of the optical data indicates a sharp reduction in the free carrier concentration at $P_\text{c}$, concomitant with the appearance of a low-energy phonon, which was initially screened by free charge carriers. A predominantly electronic origin of the phase transition is supported by the calculated electronic band structure, Fermi surface, and interband optical conductivity as a function of pressure. Our findings provide collective evidence for a pressure-induced, most likely electronic phase transition in both van der Waals materials at $P_\text{c}=7\text{--}8$ GPa, highlighting the tunability of their electronic band structure by hydrostatic pressure.",2026-06-01T11:15:35Z,2026-06-01T11:15:35Z,M. Lamp; J. Ebad-Allah; A. Chmeruk; N. Bura; R. Schönemann; L. Balicas; S. H. Lee; Z. Q. Mao; L. Chioncel; C. A. Kuntscher,http://arxiv.org/abs/2606.02085v1,cat:cond-mat.mtrl-sci AND (band gap OR semiconductor OR insulator),arxiv_materials_bandgap_v2.csv
