sample_id,question,retrieved_context,qwen_answer,document_status,qwen_faithfulness_score,qwen_judge_rationale,constraint_score,constraint_violations,generation_tokens,judge_tokens,generation_mode
rag_mpc_0004_incorrect_gap,What is the band gap of C?,"[rank=1 score=24.9072 doc_id=h1ctx_0002_mpc_0001_incorrect_gap] A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.9072 doc_id=h1ctx_0005_mpc_0002_incorrect_gap] A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.9072 doc_id=h1ctx_0011_mpc_0004_incorrect_gap] A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.","The band gap of C is reported as -0.07970000000000001 eV, -0.0724 eV, and -0.10600000000000001 eV in the retrieved context.",outdated_or_incorrect,1.0,"The answer accurately reports the band gap values from the retrieved context, which explicitly state the band gaps as -0.07970000000000001 eV, -0.0724 eV, and -0.10600000000000001 eV for different C materials. Although the context marks these as outdated or incorrect, the answer faithfully reflects what is presented without adding unsupported claims.",0.0,non_negative_band_gap,1573,897,naive_context
rag_mpc_0004_incomplete_stability,Is C thermodynamically stable?,"[rank=1 score=24.2768 doc_id=h1ctx_0002_mpc_0001_incorrect_gap] A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.2768 doc_id=h1ctx_0005_mpc_0002_incorrect_gap] A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.2768 doc_id=h1ctx_0011_mpc_0004_incorrect_gap] A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.",A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect. A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect. A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.,outdated_or_incorrect,1.0,"The answer directly quotes and repeats the entire retrieved context verbatim without adding any unsupported claims. All information in the answer is explicitly present in the context, including the material identifiers, band gap values, and the 'outdated_or_incorrect' markers. No additional interpretation or unsupported statements about thermodynamic stability are made.",0.0,non_negative_band_gap,1621,790,naive_context
rag_mpc_0005_current_gap,What is the band gap of C?,"[rank=1 score=24.9072 doc_id=h1ctx_0002_mpc_0001_incorrect_gap] A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.9072 doc_id=h1ctx_0005_mpc_0002_incorrect_gap] A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.9072 doc_id=h1ctx_0011_mpc_0004_incorrect_gap] A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.","The band gap of C is reported as -0.07970000000000001 eV, -0.0724 eV, and -0.10600000000000001 eV in the retrieved context.",outdated_or_incorrect,1.0,"The answer accurately reports the band gap values from the retrieved context, which explicitly state the band gaps as -0.07970000000000001 eV, -0.0724 eV, and -0.10600000000000001 eV for different C materials. Although the context marks these as outdated or incorrect, the answer faithfully reflects what is presented without adding unsupported claims.",0.0,non_negative_band_gap,1573,897,naive_context
rag_mpc_0005_incorrect_gap,What is the band gap of C?,"[rank=1 score=24.9072 doc_id=h1ctx_0002_mpc_0001_incorrect_gap] A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.9072 doc_id=h1ctx_0005_mpc_0002_incorrect_gap] A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.9072 doc_id=h1ctx_0011_mpc_0004_incorrect_gap] A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.","The band gap of C is reported as -0.07970000000000001 eV, -0.0724 eV, and -0.10600000000000001 eV in the retrieved context.",outdated_or_incorrect,1.0,"The answer accurately reports the band gap values from the retrieved context, which explicitly state the band gaps as -0.07970000000000001 eV, -0.0724 eV, and -0.10600000000000001 eV for different C materials. Although the context marks these as outdated or incorrect, the answer faithfully reflects what is presented without adding unsupported claims.",0.0,non_negative_band_gap,1573,897,naive_context
rag_mpc_0005_incomplete_stability,Is C thermodynamically stable?,"[rank=1 score=24.2768 doc_id=h1ctx_0002_mpc_0001_incorrect_gap] A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.2768 doc_id=h1ctx_0005_mpc_0002_incorrect_gap] A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.2768 doc_id=h1ctx_0011_mpc_0004_incorrect_gap] A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.",A noisy retrieved note reports C (mp-1197903) with band gap -0.07970000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect. A noisy retrieved note reports C (mp-1244964) with band gap -0.0724 eV. This note is intentionally marked for human review as outdated_or_incorrect. A noisy retrieved note reports C (mp-1244913) with band gap -0.10600000000000001 eV. This note is intentionally marked for human review as outdated_or_incorrect.,outdated_or_incorrect,1.0,"The answer directly quotes and repeats the entire retrieved context verbatim without adding any unsupported claims. All information in the answer is explicitly present in the context, including the material identifiers, band gap values, and the 'outdated_or_incorrect' markers. No additional interpretation or unsupported statements about thermodynamic stability are made.",0.0,non_negative_band_gap,1621,790,naive_context
rag_mpc_0006_current_gap,What is the band gap of Bi?,"[rank=1 score=26.8396 doc_id=h1ctx_0017_mpc_0006_incorrect_gap] A noisy retrieved note reports Bi (mp-1182248) with band gap -1.5046 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=26.8396 doc_id=h1ctx_0056_mpc_0019_incorrect_gap] A noisy retrieved note reports Bi (mp-1947043) with band gap -0.08079999999999901 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.9018 doc_id=mp_0043] Materials Project reports Bi (mp-1067758). Band gap: 0.0 eV. Formation energy per atom: 0.085859414999994 eV/atom. Energy above hull: 0.085859414999994 eV/atom. Stable: False.",-1.5046 eV,outdated_or_incorrect,0.0,"The answer claims the band gap is -1.5046 eV, which is directly taken from the first retrieved context. However, that context is explicitly marked as outdated_or_incorrect and intended for human review. The third context (mp_0043) reports a band gap of 0.0 eV for a different Bi material ID (mp-1067758) without any 'outdated_or_incorrect' flag. The answer does not acknowledge the context's unreliability marker and ignores the conflicting stable source. Thus, the key claim is contradicted by the reliable context and unsupported by trustworthy evidence.",0.0,non_negative_band_gap,582,784,naive_context
rag_mpc_0006_incorrect_gap,What is the band gap of Bi?,"[rank=1 score=26.8396 doc_id=h1ctx_0017_mpc_0006_incorrect_gap] A noisy retrieved note reports Bi (mp-1182248) with band gap -1.5046 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=26.8396 doc_id=h1ctx_0056_mpc_0019_incorrect_gap] A noisy retrieved note reports Bi (mp-1947043) with band gap -0.08079999999999901 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.9018 doc_id=mp_0043] Materials Project reports Bi (mp-1067758). Band gap: 0.0 eV. Formation energy per atom: 0.085859414999994 eV/atom. Energy above hull: 0.085859414999994 eV/atom. Stable: False.",-1.5046 eV,outdated_or_incorrect,0.0,"The answer claims the band gap is -1.5046 eV, which is directly taken from the first retrieved context. However, that context is explicitly marked as outdated_or_incorrect and intended for human review. The third context (mp_0043) reports a band gap of 0.0 eV for a different Bi material ID (mp-1067758) without any 'outdated_or_incorrect' flag. The answer does not acknowledge the context's unreliability marker and ignores the conflicting stable source. Thus, the key claim is contradicted by the reliable context and unsupported by trustworthy evidence.",0.0,non_negative_band_gap,582,784,naive_context
rag_mpc_0006_incomplete_stability,Is Bi thermodynamically stable?,"[rank=1 score=26.2092 doc_id=h1ctx_0017_mpc_0006_incorrect_gap] A noisy retrieved note reports Bi (mp-1182248) with band gap -1.5046 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=26.2092 doc_id=h1ctx_0056_mpc_0019_incorrect_gap] A noisy retrieved note reports Bi (mp-1947043) with band gap -0.08079999999999901 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=25.0924 doc_id=h1ctx_0018_mpc_0006_incomplete_stability] A short retrieved snippet mentions Bi (mp-1182248) as stable, but omits formation energy, hull distance, and thermodynamic qualification.","Bi (mp-1182248) as stable, but omits formation energy, hull distance, and thermodynamic qualification.",outdated_or_incorrect,0.5,"The answer directly quotes the third context snippet, which states that Bi (mp-1182248) is reported as stable but omits key thermodynamic details. However, the context explicitly marks this as incomplete and lacks thermodynamic qualification. The answer does not address the negative band gaps (indicating instability) from the first two contexts or reconcile the incomplete information. While the answer is partially grounded in the third snippet, it fails to incorporate contradictory evidence and presents the stability claim without the context's caveats.",1.0,,1082,725,naive_context
rag_mpc_0007_current_gap,What is the band gap of P?,"[rank=1 score=26.6939 doc_id=h1ctx_0020_mpc_0007_incorrect_gap] A noisy retrieved note reports P (mp-1179990) with band gap -3.0938 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=26.6939 doc_id=h1ctx_0038_mpc_0013_incorrect_gap] A noisy retrieved note reports P (mp-12883) with band gap -3.5354 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=26.6939 doc_id=h1ctx_0062_mpc_0021_incorrect_gap] A noisy retrieved note reports P (mp-723897) with band gap -2.1942 eV. This note is intentionally marked for human review as outdated_or_incorrect.","The band gap of P is reported as -3.0938 eV in mp-1179990, -3.5354 eV in mp-12883, and -2.1942 eV in mp-723897. These notes are marked as outdated or incorrect.",outdated_or_incorrect,1.0,The answer accurately reports the band gap values from each retrieved context and explicitly notes that the sources are marked as outdated or incorrect. Every claim in the answer is directly supported by the provided context.,0.0,non_negative_band_gap,1030,778,naive_context
rag_mpc_0007_incorrect_gap,What is the band gap of P?,"[rank=1 score=26.6939 doc_id=h1ctx_0020_mpc_0007_incorrect_gap] A noisy retrieved note reports P (mp-1179990) with band gap -3.0938 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=26.6939 doc_id=h1ctx_0038_mpc_0013_incorrect_gap] A noisy retrieved note reports P (mp-12883) with band gap -3.5354 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=26.6939 doc_id=h1ctx_0062_mpc_0021_incorrect_gap] A noisy retrieved note reports P (mp-723897) with band gap -2.1942 eV. This note is intentionally marked for human review as outdated_or_incorrect.","The band gap of P is reported as -3.0938 eV in mp-1179990, -3.5354 eV in mp-12883, and -2.1942 eV in mp-723897. These notes are marked as outdated or incorrect.",outdated_or_incorrect,1.0,The answer accurately reports the band gap values from each retrieved context and explicitly notes that the sources are marked as outdated or incorrect. Every claim in the answer is directly supported by the provided context.,0.0,non_negative_band_gap,1030,778,naive_context
rag_mpc_0007_incomplete_stability,Is P thermodynamically stable?,"[rank=1 score=26.0634 doc_id=h1ctx_0020_mpc_0007_incorrect_gap] A noisy retrieved note reports P (mp-1179990) with band gap -3.0938 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=26.0634 doc_id=h1ctx_0038_mpc_0013_incorrect_gap] A noisy retrieved note reports P (mp-12883) with band gap -3.5354 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=26.0634 doc_id=h1ctx_0062_mpc_0021_incorrect_gap] A noisy retrieved note reports P (mp-723897) with band gap -2.1942 eV. This note is intentionally marked for human review as outdated_or_incorrect.",A noisy retrieved note reports P (mp-1179990) with band gap -3.0938 eV. This note is intentionally marked for human review as outdated_or_incorrect. A noisy retrieved note reports P (mp-12883) with band gap -3.5354 eV. This note is intentionally marked for human review as outdated_or_incorrect. A noisy retrieved note reports P (mp-723897) with band gap -2.1942 eV. This note is intentionally marked for human review as outdated_or_incorrect.,outdated_or_incorrect,0.0,"The answer directly copies three context snippets that are explicitly marked as 'outdated_or_incorrect' and intended for human review. It does not provide any actual information about the thermodynamic stability of P, nor does it attempt to synthesize or interpret the context to address the question. Since the answer merely reproduces disclaimed data without grounding the response in reliable context, it fails to support the query and even misrepresents the context by presenting flagged notes as if they were valid evidence.",0.0,non_negative_band_gap,696,853,naive_context
rag_mpc_0008_current_gap,What is the band gap of O2?,"[rank=1 score=25.3749 doc_id=h1ctx_0008_mpc_0003_incorrect_gap] A noisy retrieved note reports O2 (mp-1180008) with band gap -1.277299999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=25.3749 doc_id=h1ctx_0023_mpc_0008_incorrect_gap] A noisy retrieved note reports O2 (mp-12957) with band gap -1.0933 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=25.3749 doc_id=h1ctx_0026_mpc_0009_incorrect_gap] A noisy retrieved note reports O2 (mp-2204849) with band gap -2.720399999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.","-1.277299999999999 eV, -1.0933 eV, -2.720399999999999 eV",outdated_or_incorrect,0.0,"The answer lists band gap values from the retrieved context, but the context explicitly marks all these notes as 'outdated_or_incorrect'. Therefore, the answer is unsupported by the context, as the context indicates these values are unreliable.",0.0,non_negative_band_gap,1593,1069,naive_context
rag_mpc_0008_incorrect_gap,What is the band gap of O2?,"[rank=1 score=25.3749 doc_id=h1ctx_0008_mpc_0003_incorrect_gap] A noisy retrieved note reports O2 (mp-1180008) with band gap -1.277299999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=25.3749 doc_id=h1ctx_0023_mpc_0008_incorrect_gap] A noisy retrieved note reports O2 (mp-12957) with band gap -1.0933 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=25.3749 doc_id=h1ctx_0026_mpc_0009_incorrect_gap] A noisy retrieved note reports O2 (mp-2204849) with band gap -2.720399999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.","-1.277299999999999 eV, -1.0933 eV, -2.720399999999999 eV",outdated_or_incorrect,0.0,"The answer lists band gap values from the retrieved context, but the context explicitly marks all these notes as 'outdated_or_incorrect'. Therefore, the answer is unsupported by the context, as the context indicates these values are unreliable.",0.0,non_negative_band_gap,1593,1069,naive_context
rag_mpc_0008_incomplete_stability,Is O2 thermodynamically stable?,"[rank=1 score=24.7444 doc_id=h1ctx_0008_mpc_0003_incorrect_gap] A noisy retrieved note reports O2 (mp-1180008) with band gap -1.277299999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=2 score=24.7444 doc_id=h1ctx_0023_mpc_0008_incorrect_gap] A noisy retrieved note reports O2 (mp-12957) with band gap -1.0933 eV. This note is intentionally marked for human review as outdated_or_incorrect.

[rank=3 score=24.7444 doc_id=h1ctx_0026_mpc_0009_incorrect_gap] A noisy retrieved note reports O2 (mp-2204849) with band gap -2.720399999999999 eV. This note is intentionally marked for human review as outdated_or_incorrect.","O2 has a band gap of -1.277299999999999 eV, -1.0933 eV, and -2.720399999999999 eV.",outdated_or_incorrect,0.0,"The answer claims specific band gap values for O2, which are directly extracted from the retrieved context. However, the context explicitly states that these notes are 'outdated_or_incorrect' and intentionally marked for human review. Therefore, the answer presents data that is contradicted by the context's own reliability warnings, making it unsupported in terms of factual accuracy according to the provided context.",0.0,non_negative_band_gap,3589,1711,naive_context
